order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-131926,2019-06-01,2019-06-06,Dianna Wilson,SAFCO,Safco Steel Mobile File Cart,Home Office,Office Supplies,Storage,Central,55044,Lakeville,Minnesota,United States,0.0,41.68,2,166.72,0.25
US-2020-157070,2019-06-01,2019-06-06,Quincy Jones,Acco,Acco 6 Outlet Guardian Premium Surge Suppressor,Corporate,Office Supplies,Appliances,Central,48234,Detroit,Michigan,United States,0.1,12.376,5,65.52,0.188888889
US-2020-157070,2019-06-01,2019-06-06,Quincy Jones,Wilson Jones,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Corporate,Office Supplies,Binders,Central,48234,Detroit,Michigan,United States,0.0,66.5088,4,138.56,0.48
US-2020-165659,2019-06-01,2019-06-06,Liz Thompson,3M,3M Hangers With Command Adhesive,Consumer,Furniture,Furnishings,South,72209,Little Rock,Arkansas,United States,0.0,9.102,6,22.2,0.41
US-2020-165659,2019-06-01,2019-06-06,Liz Thompson,Other,Adtran 1202752G1,Consumer,Technology,Phones,South,72209,Little Rock,Arkansas,United States,0.0,229.3018,7,881.93,0.26
US-2020-100895,2019-06-02,2019-06-06,Stewart Visinsky,Sanford,"Sanford Colorific Scented Colored Pencils, 12/Pack",Consumer,Office Supplies,Art,South,30076,Roswell,Georgia,United States,0.0,2.6536,2,8.56,0.31
US-2020-100895,2019-06-02,2019-06-06,Stewart Visinsky,Other,"Hot File 7-Pocket, Floor Stand",Consumer,Office Supplies,Storage,South,30076,Roswell,Georgia,United States,0.0,107.082,2,356.94,0.3
US-2020-100895,2019-06-02,2019-06-06,Stewart Visinsky,Other,Mophie Juice Pack Helium for iPhone,Consumer,Technology,Phones,South,30076,Roswell,Georgia,United States,0.0,67.1916,3,239.97,0.28
US-2020-104472,2019-06-02,2019-06-07,Christine Kargatis,Other,Aluminum Document Frame,Home Office,Furniture,Furnishings,West,84057,Orem,Utah,United States,0.0,21.996,6,73.32,0.3
US-2020-104472,2019-06-02,2019-06-07,Christine Kargatis,GBC,GBC Standard Therm-A-Bind Covers,Home Office,Office Supplies,Binders,West,84057,Orem,Utah,United States,0.2,19.4376,3,59.808,0.325
US-2020-135657,2019-06-03,2019-06-07,Steven Cartwright,KI,KI Adjustable-Height Table,Consumer,Furniture,Tables,West,98115,Seattle,Washington,United States,0.0,113.4936,6,515.88,0.22
US-2020-141299,2019-06-03,2019-06-07,Ross Baird,Other,Security-Tint Envelopes,Home Office,Office Supplies,Envelopes,Central,48640,Midland,Michigan,United States,0.0,7.4872,2,15.28,0.49
US-2020-163867,2019-06-03,2019-06-06,Richard Eichhorn,Other,"Contract Clock, 14"", Brown",Consumer,Furniture,Furnishings,Central,62521,Decatur,Illinois,United States,0.6,-40.0036,7,61.544,-0.65
US-2020-163867,2019-06-03,2019-06-06,Richard Eichhorn,Avery,Avery 513,Consumer,Office Supplies,Labels,Central,62521,Decatur,Illinois,United States,0.2,5.1792,4,15.936,0.325
US-2020-163867,2019-06-03,2019-06-06,Richard Eichhorn,Other,Recycled Steel Personal File for Standard File Folders,Consumer,Office Supplies,Storage,Central,62521,Decatur,Illinois,United States,0.2,9.9522,3,132.696,0.075
US-2020-147914,2019-06-04,2019-06-09,Mark Packer,Easy-staple paper,Easy-staple paper,Home Office,Office Supplies,Paper,East,43229,Columbus,Ohio,United States,0.2,5.8812,2,16.224,0.3625
US-2020-151946,2019-06-04,2019-06-09,Bobby Trafton,O'Sullivan,O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,Furniture,Bookcases,East,10035,New York City,New York,United States,0.2,-44.196,2,353.568,-0.125
US-2020-151946,2019-06-04,2019-06-09,Bobby Trafton,GE,G.E. Halogen Desk Lamp Bulbs,Consumer,Furniture,Furnishings,East,10035,New York City,New York,United States,0.0,6.7008,2,13.96,0.48
US-2020-151946,2019-06-04,2019-06-09,Bobby Trafton,Seth Thomas,"Seth Thomas 14"" Day/Date Wall Clock",Consumer,Furniture,Furnishings,East,10035,New York City,New York,United States,0.0,21.0752,2,56.96,0.37
US-2020-151946,2019-06-04,2019-06-09,Bobby Trafton,Other,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Consumer,Office Supplies,Appliances,East,10035,New York City,New York,United States,0.0,4.0456,4,15.56,0.26
US-2020-133270,2019-06-06,2019-06-09,Bryan Mills,Sanford,Sanford Liquid Accent Highlighters,Consumer,Office Supplies,Art,East,14609,Rochester,New York,United States,0.0,4.9432,2,13.36,0.37
US-2020-151897,2019-06-06,2019-06-10,Valerie Takahito,Other,Round Specialty Laser Printer Labels,Home Office,Office Supplies,Labels,Central,77070,Houston,Texas,United States,0.2,33.831,10,100.24,0.3375
US-2020-159520,2019-06-06,2019-06-11,Grant Thornton,Chromcraft,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Corporate,Furniture,Tables,East,11561,Long Beach,New York,United States,0.4,-347.1174,3,991.764,-0.35
US-2020-159520,2019-06-06,2019-06-11,Grant Thornton,Wilson Jones,Wilson Jones Century Plastic Molded Ring Binders,Corporate,Office Supplies,Binders,East,11561,Long Beach,New York,United States,0.2,50.4711,9,149.544,0.3375
US-2020-159520,2019-06-06,2019-06-11,Grant Thornton,Acme,Acme Office Executive Series Stainless Steel Trimmers,Corporate,Office Supplies,Supplies,East,11561,Long Beach,New York,United States,0.0,4.4564,2,17.14,0.26
US-2020-161305,2019-06-06,2019-06-12,Sarah Bern,Avery,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Consumer,Office Supplies,Binders,Central,60623,Chicago,Illinois,United States,0.8,-38.1114,3,24.588,-1.55
US-2020-161305,2019-06-06,2019-06-12,Sarah Bern,Other,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,Office Supplies,Envelopes,Central,60623,Chicago,Illinois,United States,0.2,4.7196,2,13.984,0.3375
US-2020-169257,2019-06-06,2019-06-12,Stewart Visinsky,Other,Presstex Flexible Ring Binders,Consumer,Office Supplies,Binders,South,32216,Jacksonville,Florida,United States,0.7,-0.91,1,1.365,-0.666666667
US-2020-169257,2019-06-06,2019-06-12,Stewart Visinsky,Xerox,Xerox 1944,Consumer,Office Supplies,Paper,South,32216,Jacksonville,Florida,United States,0.2,22.4808,2,62.016,0.3625
US-2020-106229,2019-06-07,2019-06-11,Nick Radford,Bevis,"Bevis Round Conference Table Top, X-Base",Consumer,Furniture,Tables,Central,60505,Aurora,Illinois,United States,0.5,-209.7693,3,268.935,-0.78
US-2020-134971,2019-06-07,2019-06-10,Bart Pistole,Wilson Jones,Wilson Jones Century Plastic Molded Ring Binders,Corporate,Office Supplies,Binders,Central,61604,Peoria,Illinois,United States,0.8,-20.5623,3,12.462,-1.65
US-2020-108147,2019-06-08,2019-06-13,Rick Duston,Other,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,Office Supplies,Binders,East,11561,Long Beach,New York,United States,0.2,25.68,2,68.48,0.375
US-2020-108147,2019-06-08,2019-06-13,Rick Duston,Tennsco,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Consumer,Office Supplies,Storage,East,11561,Long Beach,New York,United States,0.0,83.844,6,1676.88,0.05
US-2020-109162,2019-06-08,2019-06-12,Katrina Edelman,Other,"Situations Contoured Folding Chairs, 4/Set",Corporate,Furniture,Chairs,South,37620,Bristol,Tennessee,United States,0.2,10.647,3,170.352,0.0625
US-2020-141257,2019-06-08,2019-06-14,Carlos Soltero,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Consumer,Furniture,Chairs,West,98115,Seattle,Washington,United States,0.2,73.194,3,585.552,0.125
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Eldon,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Consumer,Furniture,Furnishings,West,90032,Los Angeles,California,United States,0.0,14.1694,7,48.86,0.29
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Chromcraft,Chromcraft Rectangular Conference Tables,Consumer,Furniture,Tables,West,90032,Los Angeles,California,United States,0.2,85.3092,9,1706.184,0.05
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Belkin,Belkin F5C206VTEL 6 Outlet Surge,Consumer,Office Supplies,Appliances,West,90032,Los Angeles,California,United States,0.0,34.47,5,114.9,0.3
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Newell,Newell 322,Consumer,Office Supplies,Art,West,90032,Los Angeles,California,United States,0.0,1.9656,4,7.28,0.27
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,DXL,DXL Angle-View Binders with Locking Rings by Samsill,Consumer,Office Supplies,Binders,West,90032,Los Angeles,California,United States,0.2,5.7825,3,18.504,0.3125
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Other,Konftel 250 Conference phone - Charcoal black,Consumer,Technology,Phones,West,90032,Los Angeles,California,United States,0.2,68.3568,4,911.424,0.075
US-2020-115812,2019-06-09,2019-06-14,Brosina Hoffman,Mitel,Mitel 5320 IP Phone VoIP phone,Consumer,Technology,Phones,West,90032,Los Angeles,California,United States,0.2,90.7152,6,907.152,0.1
US-2020-132612,2019-06-09,2019-06-11,Frank Olsen,Bevis,Bevis 44 x 96 Conference Tables,Consumer,Furniture,Tables,South,22801,Harrisonburg,Virginia,United States,0.0,245.021,7,1441.3,0.17
US-2020-133753,2019-06-09,2019-06-13,Carl Weiss,Boston,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Home Office,Office Supplies,Art,Central,77340,Huntsville,Texas,United States,0.2,6.1572,2,70.368,0.0875
US-2020-133753,2019-06-09,2019-06-13,Carl Weiss,Logitech,Logitech M510 Wireless Mouse,Home Office,Technology,Accessories,Central,77340,Huntsville,Texas,United States,0.2,10.3974,2,63.984,0.1625
US-2020-133753,2019-06-09,2019-06-13,Carl Weiss,Square,Square Credit Card Reader,Home Office,Technology,Phones,Central,77340,Huntsville,Texas,United States,0.2,0.5994,1,7.992,0.075
US-2020-133851,2019-06-09,2019-06-16,Chuck Magee,Other,Deluxe Chalkboard Eraser Cleaner,Consumer,Office Supplies,Art,West,94122,San Francisco,California,United States,0.0,10.626,2,23.1,0.46
US-2020-133851,2019-06-09,2019-06-16,Chuck Magee,Staple remover,Staple remover,Consumer,Office Supplies,Supplies,West,94122,San Francisco,California,United States,0.0,0.1472,2,7.36,0.02
US-2020-160262,2019-06-09,2019-06-13,Thomas Seio,Executive Impressions,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Corporate,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0.0,14.212,2,37.4,0.38
US-2020-160262,2019-06-09,2019-06-13,Thomas Seio,Dixon,DIXON Oriole Pencils,Corporate,Office Supplies,Art,West,89031,North Las Vegas,Nevada,United States,0.0,4.6956,7,18.06,0.26
US-2020-160262,2019-06-09,2019-06-13,Thomas Seio,Xerox,Xerox 1909,Corporate,Office Supplies,Paper,West,89031,North Las Vegas,Nevada,United States,0.0,36.4044,3,79.14,0.46
US-2020-144281,2019-06-10,2019-06-15,Heather Kirkland,Other,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Corporate,Office Supplies,Labels,Central,48234,Detroit,Michigan,United States,0.0,240.8595,5,491.55,0.49
US-2020-114643,2019-06-13,2019-06-17,Filia McAdams,Staples in misc. colors,Staples in misc. colors,Corporate,Office Supplies,Art,West,90032,Los Angeles,California,United States,0.0,4.7916,3,14.52,0.33
US-2020-140487,2019-06-14,2019-06-20,Sharelle Roach,Hon,"Hon Metal Bookcases, Gray",Home Office,Furniture,Bookcases,Central,48234,Detroit,Michigan,United States,0.0,57.4938,3,212.94,0.27
US-2020-126963,2019-06-15,2019-06-15,Pamela Stobb,Xerox,Xerox 1902,Consumer,Office Supplies,Paper,Central,79907,El Paso,Texas,United States,0.2,11.8768,2,36.544,0.325
US-2020-141215,2019-06-15,2019-06-21,Kelly Lampkin,Global,Global Commerce Series High-Back Swivel/Tilt Chairs,Corporate,Furniture,Chairs,Central,78207,San Antonio,Texas,United States,0.3,-56.996,4,797.944,-0.071428571
US-2020-141215,2019-06-15,2019-06-21,Kelly Lampkin,Lesro,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Corporate,Furniture,Tables,Central,78207,San Antonio,Texas,United States,0.3,-18.5562,2,99.918,-0.185714286
US-2020-141215,2019-06-15,2019-06-21,Kelly Lampkin,Avery,Avery Premier Heavy-Duty Binder with Round Locking Rings,Corporate,Office Supplies,Binders,Central,78207,San Antonio,Texas,United States,0.8,-14.5656,3,8.568,-1.7
US-2020-113929,2019-06-16,2019-06-21,Chloris Kastensmidt,Boston,Boston 16750 Black Compact Battery Pencil Sharpener,Consumer,Office Supplies,Art,East,11550,Hempstead,New York,United States,0.0,10.5,4,35.0,0.3
US-2020-113929,2019-06-16,2019-06-21,Chloris Kastensmidt,Ibico,Ibico Standard Transparent Covers,Consumer,Office Supplies,Binders,East,11550,Hempstead,New York,United States,0.2,14.3376,3,39.552,0.3625
US-2020-113929,2019-06-16,2019-06-21,Chloris Kastensmidt,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,East,11550,Hempstead,New York,United States,0.0,19.458,5,41.4,0.47
US-2020-136644,2019-06-16,2019-06-22,Sonia Cooley,Global,"Global Geo Office Task Chair, Gray",Consumer,Furniture,Chairs,Central,46544,Mishawaka,Indiana,United States,0.0,32.392,8,647.84,0.05
US-2020-104402,2019-06-17,2019-06-23,Duane Benoit,Texas Instruments,Texas Instruments TI-34 Scientific Calculator,Consumer,Technology,Machines,East,19711,Newark,Delaware,United States,0.0,31.0059,3,65.97,0.47
US-2020-144414,2019-06-17,2019-06-21,Gary Hwang,Eldon,Eldon Wave Desk Accessories,Consumer,Furniture,Furnishings,West,98105,Seattle,Washington,United States,0.0,2.6208,3,6.24,0.42
US-2020-144414,2019-06-17,2019-06-21,Gary Hwang,GBC,GBC DocuBind P400 Electric Binding System,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,1061.5722,3,3266.376,0.325
US-2020-144414,2019-06-17,2019-06-21,Gary Hwang,Other,OIC Binder Clips,Consumer,Office Supplies,Fasteners,West,98105,Seattle,Washington,United States,0.0,8.95,5,17.9,0.5
US-2020-156342,2019-06-17,2019-06-20,Jennifer Ferguson,Xerox,Xerox 1892,Consumer,Office Supplies,Paper,Central,60653,Chicago,Illinois,United States,0.2,22.4808,2,62.016,0.3625
US-2020-123855,2019-06-18,2019-06-23,Mick Crebagga,Plantronics,Plantronics Cordless Phone Headset with In-line Volume - M214C,Consumer,Technology,Phones,West,90036,Los Angeles,California,United States,0.2,12.2325,5,139.8,0.0875
US-2020-112949,2019-06-20,2019-06-27,Corey-Lock,Honeywell,Honeywell Quietcare HEPA Air Cleaner,Consumer,Office Supplies,Appliances,Central,73505,Lawton,Oklahoma,United States,0.0,155.727,6,471.9,0.33
US-2020-112949,2019-06-20,2019-06-27,Corey-Lock,Other,Nontoxic Chalk,Consumer,Office Supplies,Art,Central,73505,Lawton,Oklahoma,United States,0.0,1.6896,2,3.52,0.48
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,Hon,"Hon Metal Bookcases, Black",Consumer,Furniture,Bookcases,Central,75023,Plano,Texas,United States,0.32,-19.8744,4,193.0656,-0.102941176
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,Storex,Storex DuraTech Recycled Plastic Frosted Binders,Consumer,Office Supplies,Binders,Central,75023,Plano,Texas,United States,0.8,-5.088,4,3.392,-1.5
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,Array,"Array Parchment Paper, Assorted Colors",Consumer,Office Supplies,Paper,Central,75023,Plano,Texas,United States,0.2,4.0768,2,11.648,0.35
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,Xerox,Xerox 2,Consumer,Office Supplies,Paper,Central,75023,Plano,Texas,United States,0.2,5.4432,3,15.552,0.35
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,SAFCO,Safco Industrial Wire Shelving System,Consumer,Office Supplies,Storage,Central,75023,Plano,Texas,United States,0.2,-127.372,7,509.488,-0.25
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,Okidata,Okidata C331dn Printer,Consumer,Technology,Machines,Central,75023,Plano,Texas,United States,0.4,-97.72,2,418.8,-0.233333333
US-2020-166863,2019-06-20,2019-06-24,Sam Craven,HTC,HTC One Mini,Consumer,Technology,Phones,Central,75023,Plano,Texas,United States,0.2,20.1584,2,201.584,0.1
US-2020-117135,2019-06-21,2019-06-23,Naresj Patel,Luxo,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Consumer,Furniture,Furnishings,South,22980,Waynesboro,Virginia,United States,0.0,14.5614,1,104.01,0.14
US-2020-117135,2019-06-21,2019-06-23,Naresj Patel,Other,Recycled Eldon Regeneration Jumbo File,Consumer,Office Supplies,Storage,South,22980,Waynesboro,Virginia,United States,0.0,10.3152,3,36.84,0.28
US-2020-117135,2019-06-21,2019-06-23,Naresj Patel,Other,Konftel 250 Conference phone - Charcoal black,Consumer,Technology,Phones,South,22980,Waynesboro,Virginia,United States,0.0,74.0532,1,284.82,0.26
US-2020-128146,2019-06-21,2019-06-25,Dave Brooks,Other,"OIC #2 Pencils, Medium Soft",Consumer,Office Supplies,Art,East,8701,Lakewood,New Jersey,United States,0.0,1.0904,2,3.76,0.29
US-2020-128146,2019-06-21,2019-06-25,Dave Brooks,Other,Wireless Extenders zBoost YX545 SOHO Signal Booster,Consumer,Technology,Phones,East,8701,Lakewood,New Jersey,United States,0.0,357.1911,7,1322.93,0.27
US-2020-130624,2019-06-21,2019-06-24,Toby Braunhardt,Holmes,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,Office Supplies,Appliances,East,10024,New York City,New York,United States,0.0,26.865,3,59.7,0.45
US-2020-130624,2019-06-21,2019-06-24,Toby Braunhardt,Message Book,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,Office Supplies,Paper,East,10024,New York City,New York,United States,0.0,9.039,3,19.65,0.46
US-2020-130624,2019-06-21,2019-06-24,Toby Braunhardt,GE,GE 2-Jack Phone Line Splitter,Consumer,Technology,Phones,East,10024,New York City,New York,United States,0.0,160.6722,3,617.97,0.26
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,Other,Stacking Trays by OIC,Consumer,Furniture,Furnishings,East,19120,Philadelphia,Pennsylvania,United States,0.2,0.6474,1,3.984,0.1625
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,Fellowes,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Consumer,Office Supplies,Appliances,East,19120,Philadelphia,Pennsylvania,United States,0.2,3.8864,2,44.416,0.0875
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,GBC,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Consumer,Office Supplies,Binders,East,19120,Philadelphia,Pennsylvania,United States,0.7,-7.2048,2,9.006,-0.8
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,East,19120,Philadelphia,Pennsylvania,United States,0.2,8.4024,4,24.896,0.3375
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,East,19120,Philadelphia,Pennsylvania,United States,0.2,28.7904,4,95.968,0.3
US-2020-138317,2019-06-21,2019-06-25,Natalie Webber,Epson,Epson Perfection V600 Photo Scanner,Consumer,Technology,Machines,East,19120,Philadelphia,Pennsylvania,United States,0.7,-172.4925,3,206.991,-0.833333333
US-2020-141278,2019-06-21,2019-06-24,Raymond Messe,Newell,Newell 341,Consumer,Office Supplies,Art,East,6450,Meriden,Connecticut,United States,0.0,6.206,5,21.4,0.29
US-2020-141796,2019-06-21,2019-06-21,James Galang,Polycom,Polycom SoundStation2 EX Conference phone,Consumer,Technology,Phones,East,11561,Long Beach,New York,United States,0.0,352.3065,3,1214.85,0.29
US-2020-160780,2019-06-21,2019-06-21,Stewart Visinsky,Wilson Jones,"Wilson Jones 1"" Hanging DublLock Ring Binders",Consumer,Office Supplies,Binders,West,81001,Pueblo,Colorado,United States,0.7,-8.1312,7,11.088,-0.733333333
US-2020-160780,2019-06-21,2019-06-21,Stewart Visinsky,Avery,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Consumer,Office Supplies,Binders,West,81001,Pueblo,Colorado,United States,0.7,-16.776,2,25.164,-0.666666667
US-2020-124646,2019-06-22,2019-06-24,Dianna Vittorini,Office Impressions,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Consumer,Office Supplies,Storage,Central,55407,Minneapolis,Minnesota,United States,0.0,0.0,3,501.81,0.0
US-2020-124646,2019-06-22,2019-06-24,Dianna Vittorini,Fellowes,Fellowes Bankers Box Recycled Super Stor/Drawer,Consumer,Office Supplies,Storage,Central,55407,Minneapolis,Minnesota,United States,0.0,9.7164,3,161.94,0.06
US-2020-133389,2019-06-22,2019-06-22,Toby Braunhardt,Other,SpineVue Locking Slant-D Ring Binders by Cardinal,Consumer,Office Supplies,Binders,West,85023,Phoenix,Arizona,United States,0.7,-6.0324,3,8.226,-0.733333333
US-2020-142048,2019-06-22,2019-06-25,Joel Eaton,KeyTronic,KeyTronic 6101 Series - Keyboard - Black,Consumer,Technology,Accessories,West,80027,Louisville,Colorado,United States,0.2,56.5662,6,196.752,0.2875
US-2020-154963,2019-06-22,2019-06-27,Anna Andreadi,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,Furniture,Chairs,East,19013,Chester,Pennsylvania,United States,0.3,0.0,5,853.93,0.0
US-2020-154963,2019-06-22,2019-06-27,Anna Andreadi,Other,"Padded Folding Chairs, Black, 4/Carton",Consumer,Furniture,Chairs,East,19013,Chester,Pennsylvania,United States,0.3,-4.8588,3,170.058,-0.028571429
US-2020-154963,2019-06-22,2019-06-27,Anna Andreadi,Panasonic,Panasonic Kx-TS550,Consumer,Technology,Phones,East,19013,Chester,Pennsylvania,United States,0.4,-15.1767,3,82.782,-0.183333333
US-2020-126032,2019-06-23,2019-06-28,Brian Stugart,Sony,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,Technology,Accessories,East,19143,Philadelphia,Pennsylvania,United States,0.2,1.0797,3,86.376,0.0125
US-2020-130358,2019-06-23,2019-06-26,Denise Leinenbach,Prang,Prang Drawing Pencil Set,Consumer,Office Supplies,Art,South,28027,Concord,North Carolina,United States,0.2,1.7514,9,20.016,0.0875
US-2020-130358,2019-06-23,2019-06-26,Denise Leinenbach,Acme,Acme Kleen Earth Office Shears,Consumer,Office Supplies,Supplies,South,28027,Concord,North Carolina,United States,0.2,0.3492,1,3.104,0.1125
US-2020-159814,2019-06-24,2019-06-28,Liz Pelletier,Other,Acrylic Self-Standing Desk Frames,Consumer,Furniture,Furnishings,West,85705,Tucson,Arizona,United States,0.2,0.9612,2,4.272,0.225
US-2020-159338,2019-06-25,2019-06-28,Noel Staavos,Hon,Hon 4060 Series Tables,Corporate,Furniture,Tables,West,90049,Los Angeles,California,United States,0.2,11.196,5,447.84,0.025
US-2020-164469,2019-06-25,2019-06-27,Grace Kelly,Hunt,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Corporate,Office Supplies,Art,West,97301,Salem,Oregon,United States,0.2,0.8162,1,9.328,0.0875
US-2020-164469,2019-06-25,2019-06-27,Grace Kelly,Avery,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Corporate,Office Supplies,Art,West,97301,Salem,Oregon,United States,0.2,17.908,11,71.632,0.25
US-2020-164469,2019-06-25,2019-06-27,Grace Kelly,Plantronics,Plantronics 81402,Corporate,Technology,Phones,West,97301,Salem,Oregon,United States,0.2,19.797,5,263.96,0.075
US-2020-104283,2019-06-27,2019-07-01,Liz MacKendrick,KI,KI Adjustable-Height Table,Consumer,Furniture,Tables,South,38671,Southaven,Mississippi,United States,0.0,22.3548,1,85.98,0.26
US-2020-104283,2019-06-27,2019-07-01,Liz MacKendrick,SAFCO,"SAFCO Commercial Wire Shelving, 72h",Consumer,Office Supplies,Storage,South,38671,Southaven,Mississippi,United States,0.0,0.0,5,306.2,0.0
US-2020-104283,2019-06-27,2019-07-01,Liz MacKendrick,Sony,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Consumer,Technology,Accessories,South,38671,Southaven,Mississippi,United States,0.0,53.7504,4,223.96,0.24
US-2020-140858,2019-06-28,2019-07-02,Cynthia Arntzen,Global,Global Leather Executive Chair,Consumer,Furniture,Chairs,East,19140,Philadelphia,Pennsylvania,United States,0.3,0.0,5,1228.465,0.0
US-2020-140858,2019-06-28,2019-07-02,Cynthia Arntzen,Other,Self-Adhesive Ring Binder Labels,Consumer,Office Supplies,Binders,East,19140,Philadelphia,Pennsylvania,United States,0.7,-2.4288,3,3.168,-0.766666667
US-2020-140858,2019-06-28,2019-07-02,Cynthia Arntzen,GBC,GBC Recycled Grain Textured Covers,Consumer,Office Supplies,Binders,East,19140,Philadelphia,Pennsylvania,United States,0.7,-22.7964,3,31.086,-0.733333333
US-2020-140858,2019-06-28,2019-07-02,Cynthia Arntzen,Xerox,Xerox 1995,Consumer,Office Supplies,Paper,East,19140,Philadelphia,Pennsylvania,United States,0.2,14.5152,8,41.472,0.35
US-2020-140858,2019-06-28,2019-07-02,Cynthia Arntzen,Xerox,Xerox 1941,Consumer,Office Supplies,Paper,East,19140,Philadelphia,Pennsylvania,United States,0.2,117.432,4,335.52,0.35
US-2020-156993,2019-06-28,2019-07-04,Rob Williams,Other,Staples,Corporate,Office Supplies,Fasteners,Central,48234,Detroit,Michigan,United States,0.0,3.04,1,6.08,0.5
US-2020-111773,2019-06-29,2019-07-03,Jim Karlsson,Wilson Jones,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.2,4.872,3,13.92,0.35
US-2020-165974,2019-06-29,2019-07-06,Dan Lawera,Dixon,"Dixon My First Ticonderoga Pencil, #2",Consumer,Office Supplies,Art,East,45231,Cincinnati,Ohio,United States,0.2,3.6855,7,32.76,0.1125
US-2020-109218,2019-06-30,2019-07-03,Anthony Rawles,BIC,"BIC Brite Liner Highlighters, Chisel Tip",Corporate,Office Supplies,Art,West,90004,Los Angeles,California,United States,0.0,10.368,5,32.4,0.32
US-2020-116757,2019-06-30,2019-07-04,Michael Stewart,Other,Staples,Corporate,Office Supplies,Fasteners,Central,77095,Houston,Texas,United States,0.2,7.1928,6,21.312,0.3375
US-2020-116757,2019-06-30,2019-07-04,Michael Stewart,Xerox,Xerox 225,Corporate,Office Supplies,Paper,Central,77095,Houston,Texas,United States,0.2,9.072,5,25.92,0.35
US-2020-121566,2019-06-30,2019-07-06,Cari Schnelling,Sanford,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Consumer,Office Supplies,Art,East,10011,New York City,New York,United States,0.0,2.904,3,6.6,0.44
US-2020-121566,2019-06-30,2019-07-06,Cari Schnelling,Cardinal,Cardinal Poly Pocket Divider Pockets for Ring Binders,Consumer,Office Supplies,Binders,East,10011,New York City,New York,United States,0.2,0.84,1,2.688,0.3125
US-2020-123064,2019-06-30,2019-07-02,Russell Applegate,BIC,BIC Brite Liner Grip Highlighters,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,United States,0.2,1.64,4,5.248,0.3125
